文件名,学科,研究类型,题目,链接,提交状态,同行评审状态,作者,资助者,同行评审者,发表时间
Natural sciences11.htm,Natural sciences,Method Article,Simple and robust method for determination of laser fluence thresholds for material modifications: an extension of Liu’s approach to imperfect beams,https://open-research-europe.ec.europa.eu/articles/1-7,N/A,"[version 2; peer review: 2 approved, 1 approved with reservations]",Mario Garcia-Lechuga; David Grojo,Horizon 2020 Framework Programme,Laurent Lamaignere; Andrius Melninkaitis; George Tsibidis,2021-06-25
Natural sciences11.htm,Natural sciences,Research Article,Assessment of exposure determinants and exposure levels by using stationary concentration measurements and a probabilistic near-field/far-field exposure model,https://open-research-europe.ec.europa.eu/articles/1-72,N/A,[version 1; peer review: 2 approved],Antti Joonas Koivisto; Andrea Spinazzè; Frederik Verdonck; Francesca Borghi; Jakob Löndahl; Ismo Kalevi Koponen; Steven Verpaele; Michael Jayjock; Tareq Hussein; Jesus Lopez de Ipiña; Susan Arnold; Irini Furxhi,Horizon 2020 Framework Programme,Paul Price; Thomas W. Armstrong,2021-06-21
Natural sciences11.htm,Natural sciences,Research Article,A genomic exploration of the early evolution of extant cats and their sabre-toothed relatives,https://open-research-europe.ec.europa.eu/articles/1-25,N/A,[version 2; peer review: 2 approved],Michael V Westbury; Ross Barnett; Marcela Sandoval-Velasco; Graham Gower; Filipe Garrett Vieira; Marc de Manuel; Anders J Hansen; Nobuyuki Yamaguchi; Lars Werdelin; Tomas Marques-Bonet; M Thomas P Gilbert; Eline D Lorenzen,Horizon 2020 Framework Programme; Seventh Framework Programme; Danmarks Frie Forskningsfond,Daniel Förster; Manuel Salesa,2021-06-21
Natural sciences11.htm,Natural sciences,Software Tool Article,The abTEM code: transmission electron microscopy from first principles,https://open-research-europe.ec.europa.eu/articles/1-24,N/A,[version 2; peer review: 2 approved],Jacob Madsen; Toma Susi,Horizon 2020 Framework Programme,Colin Ophus; Hamish Brown,2021-05-21
Natural sciences11.htm,Natural sciences,Research Article,Coexistence of chaotic attractor and unstable limit cycles in a 3D dynamical system,https://open-research-europe.ec.europa.eu/articles/1-50,N/A,[version 1; peer review: 2 approved],Dana Constantinescu; Gheorghe Tigan; Xiang Zhang,Horizon 2020 Framework Programme; National Social Science Fund of China,Valery Romanovski; Regilene Oliveira,2021-05-17
Natural sciences11.htm,Natural sciences,Research Article,Plasmids conferring resistance to extended-spectrum beta-lactamases including a rare IncN+IncR multireplicon carrying blaCTX-M-1 in Escherichia coli recovered from migrating barnacle geese (Branta leucopsis),https://open-research-europe.ec.europa.eu/articles/1-46,N/A,[version 1; peer review: 2 approved],Paula Kurittu; Banafsheh Khakipoor; Michael S.M. Brouwer; Annamari Heikinheimo,Horizon 2020 Framework Programme; Walter Ehrström Foundation,Angela H. A. M. van Hoek; Magdalena Maria Zając,2021-05-04
Natural sciences11.htm,Natural sciences,Software Tool Article,IoT Workload Emulation for Data Centers,https://open-research-europe.ec.europa.eu/articles/1-12,N/A,"[version 1; peer review: 2 approved, 1 approved with reservations]",Thomas Batz; Reinhard Herzog; Jon Summers; Kym Watson,Horizon 2020 Framework Programme,Karim Djemame; Volker Coors; Salman Zubair Toor,2021-03-24
Natural sciences2.htm,Natural sciences,Method Article,Chlorophyll-a determinations in mesocosms under varying nutrient and temperature treatments: in-situ fluorescence sensors versus in-vitro measurements,https://open-research-europe.ec.europa.eu/articles/4-69,N/A,[version 3; peer review: 6 approved],Eti Ester Levi; Erik Jeppesen; Jens C. Nejstgaard; Thomas Alexander Davidson,Horizon 2020 Framework Programme; Türkiye Bilimsel ve Teknolojik Araştırma Kurumu,Tammi L. Richardson; Michela Rogora; Catherine Schmechtig; Karsten Rinke; Marju Tamm; Kaisa Kraft,2025-02-13
Natural sciences2.htm,Natural sciences,Case Study,Atacama Large Aperture Submillimeter Telescope (AtLAST) science: Our Galaxy,https://open-research-europe.ec.europa.eu/articles/4-112,N/A,[version 2; peer review: 2 approved],Pamela Klaassen; Alessio Traficante; Maria Beltrán; Kate Pattle; Mark Booth; Joshua Lovell; Jonathan Marshall; Alvaro Hacar; Brandt Gaches; Caroline Bot; Nicolas Peretto; Thomas Stanke; Doris Arzoumanian; Ana Duarte Cabral; Gaspard Duchêne; David Eden; Antonio Hales; Jens Kauffmann; Patricia Luppe; Sebastian Marino; Elena Redaelli; Andrew Rigby; Álvaro Sánchez-Monge; Eugenio Schisano; Dmitry Semenov; Silvia Spezzano; Mark Thompson; Friedrich Wyrowski; Claudia Cicone; Tony Mroczkowski; Martin Cordiner; Luca Di Mascolo; Doug Johnstone; Eelco van Kampen; Minju Lee; Daizhong Liu; Thomas Maccarone; Amélie Saintonge; Matthew Smith; Alexander Thelen; Sven Wedemeyer,Horizon 2020 Framework Programme; Horizon Europe Framework Programme; Royal Society; Agence Nationale de la Recherche; Smithsonian Institute; Research Council of Norway,Guochao (Jason) Sun; Tayyaba Zafar,2025-02-10
Natural sciences2.htm,Natural sciences,Review,"The role of citizen science within WFD and SDGs, and how to incentivize the collaboration with environmental regulators",https://open-research-europe.ec.europa.eu/articles/5-45,N/A,"[version 1; peer review: 1 approved with reservations, 1 not approved]",Bruna Gumiero; Leonardo Veronesi; Riccardo Gaetano Cirrone; Luisa Galgani; Alessio Corsi; Andrea Tafi; Steven Arthur Loiselle,Horizon Europe Framework Programme; Horizon 2020 Framework Programme; NextGenerationEU,Laura Verbrugge; Ahmet Erkan Kideys,2025-02-07
Natural sciences2.htm,Natural sciences,Research Article,Quantifying relevant exposure determinants and conditions of use for welding emissions,https://open-research-europe.ec.europa.eu/articles/5-38,N/A,"[version 1; peer review: 1 approved with reservations, 1 not approved]",Antti Joonas Koivisto; Maxime Eliat; Michael Jayjock; Tareq Hussein; Alessia Nicosia,Horizon Europe Framework Programme,Kornél Májlinger; M. Rahul,2025-02-04
Natural sciences2.htm,Natural sciences,Research Article,"Insights into climate variability of the meteorological records from a background monitoring station: the Giordan lighthouse, Gozo",https://open-research-europe.ec.europa.eu/articles/5-37,N/A,[version 1; peer review: 4 approved with reservations],James Ciarlo`; Ryan Vella; Martin Saliba; Raymond Ellul; Alfred Micallef; Erika Coppola; Aaron Micallef; David Mifsud,Horizon Europe Framework Programme; European Regional Development Fund,Sultan Hameed; Paolo Cristofanelli; Pavlos Kalabokas; John Kapsomenakis; Giandomenico Pace; Virginia Ciardini,2025-02-03
Natural sciences2.htm,Natural sciences,Research Article,Detailed biogeographical mapping as a useful novel tool for the conservation of endemic taxa: a case of study for Iberian orchids,https://open-research-europe.ec.europa.eu/articles/4-210,N/A,[version 2; peer review: 2 approved],Angel Penas; Raquel Alonso-Redondo; Alejandro González-Pérez; Aitor Álvarez-Santacoloma; Norma Yolanda Ochoa-Ramos; Giovanni-Breogán Ferreiro-Lera; Sara del Río,Erasmus+; European Union NextGenerationEU/PRTR; European Commission; European Regional Development Fund (ERDF) and the Junta de Castilla y León (JCyL); MCIN/AEI/10.13039/501100011033,Carlos José Pinto Gomes; Pablo J. Hidalgo; Andrés V. Pérez-Latorre,2025-01-30
Natural sciences2.htm,Natural sciences,Research Article,Mapping out the scenarios of ocean energy scale-up based on the development of offshore wind,https://open-research-europe.ec.europa.eu/articles/3-102,N/A,"[version 2; peer review: 1 approved, 4 approved with reservations]",Anne-Caroline Pillet; Benjamin Lehner; Simon Stark; Hinne van der Zant,Horizon 2020 Framework Programme; Interreg North-West Europe,Shona Pennock; Christian Breyer; Abel Arredondo Galeana; Damon Howe; Alain Ulazia Manterola,2025-01-28
Natural sciences2.htm,Natural sciences,Research Article,Exploring MAR perceptions in Kosovo – disparities in knowledge about MAR among young people,https://open-research-europe.ec.europa.eu/articles/5-20,N/A,[version 1; peer review: awaiting peer review],Vera Dimitrievska; Meloska Jana; Manon Vialle; Rozée Virginie; Kristien Hens; Joke Struyf; Güell Francisco; Lopez Toribio Maria; Carrasco Jose Miguel; Anna De Bayas Sanchez; Michaela Fuller Fuller,Horizon 2020 Framework Programme,,2025-01-22
Natural sciences2.htm,Natural sciences,Research Article,Assessing the influence of Eisenia andrei on the decomposition of Casuarina equisetifolia litter in vermicompost.,https://open-research-europe.ec.europa.eu/articles/5-18,N/A,[version 1; peer review: 2 approved with reservations],Celestino Quintela-Sabarís; Luis André Mendes; Jorge Domínguez,Horizon 2020 Framework Programme; NextGenerationEU; Ministerio de Ciencia e Innovación; Xunta de Galicia,Satya Sundar Bhattacharya; Ivan Oyege,2025-01-22
Natural sciences2.htm,Natural sciences,Research Article,Atlantic mackerel population structure does not support genetically distinct spawning components,https://open-research-europe.ec.europa.eu/articles/4-82,N/A,"[version 2; peer review: 4 approved, 2 approved with reservations]",Alice Manuzzi; Imanol Aguirre-Sarabia; Natalia Díaz-Arce; Dorte Bekkevold; Teunis Jansen; Jessica Gomez-Garrido; Tyler S. Alioto; Marta Gut; Martin Castonguay; Sonia Sanchez-Maroño; Paula Álvarez; Naiara Rodriguez-Ezpeleta,Horizon 2020 Framework Programme; Ministerio de Ciencia e Innovación; Department of Agriculture and Fisheries of the Basque government,Natalia Bayona; Sven Winter; Julia Tovar Verba; Yusuf Bektas; Gaetano Catanese; John S Hargrove,2025-01-20
Natural sciences2.htm,Natural sciences,Study Protocol,"How do we measure the costs, benefits, and harms of sharing data from biomedical studies? A protocol for a scoping review",https://open-research-europe.ec.europa.eu/articles/3-151,N/A,"[version 2; peer review: 3 approved, 1 approved with reservations]",Lauren Maxwell; Priya Shreedhar; Ankur Krishnan,Horizon Europe Framework Programme,Rita Banzi; Florian Naudet; Stefano Canali; Santiago Timón-Reina,2025-01-14
Natural sciences2.htm,Natural sciences,Research Article,Atacama Large Aperture Submillimeter Telescope (AtLAST) science: Probing the transient and time-variable sky,https://open-research-europe.ec.europa.eu/articles/4-132,N/A,"[version 2; peer review: 2 approved, 2 approved with reservations]",John Orlowski-Scherer; Thomas Maccarone; Joe Bright; Tomasz Kamiński; Michael Koss; Atul Mohan; Francisco Miguel Montenegro-Montes; Sigurd Næss; Claudio Ricci; Paola Severgnini; Thomas Stanke; Cristian Vignali; Sven Wedemeyer; Mark Booth; Claudia Cicone; Luca Di Mascolo; Doug Johnstone; Tony Mroczkowski; Martin Cordiner; Jochen Greiner; Evanthia Hatziminaoglou; Eelco van Kampen; Pamela Klaassen; Minju Lee; Daizhong Liu; Amélie Saintonge; Matthew Smith; Alexander Thelen,"Horizon 2020 Framework Programme; Agencia Nacional de Investigación y Desarrollo; Research Council of Norway; Simons Foundation; Bando Ricerca Fondamentale INAF; European Union; Ministerio de Ciencia, Innovación y Universidades",Yuhan Yao; Youdong Hu; Kazumi Kashiyama; Octavi Fors,2025-01-14
Natural sciences2.htm,Natural sciences,Research Article,Nutritional and sensorial analysis of a lentil flour-based sweet pancake premix,https://open-research-europe.ec.europa.eu/articles/3-20,N/A,[version 2; peer review: 7 approved with reservations],Carla S. Santos; Marta W. Vasconcelos,Horizon 2020 Framework Programme,Elif Yaver; Marcia English; Derya Alkan; Başak Öncel; Yunus Temitayo Imam; Walaa AM Eid; Alina Culetu,2025-01-08
Natural sciences2.htm,Natural sciences,Research Article,Theoretical structural study of van der Waals complexes between oxazole and atmospheric gases CO2 and N2 for capture applications.,https://open-research-europe.ec.europa.eu/articles/5-3,N/A,[version 1; peer review: 1 approved with reservations],A. Belasri; F. Tahiri; O. Douass; N. Inostroza-Pino; M. Belmouden; H. Bahmann; M. Mogren Al-Mogren; M. L. Senent; S. Dalbouha,Horizon 2020 Framework Programme,Nguyen Thi Xuan Huynh,2025-01-08
Natural sciences2.htm,Natural sciences,Research Article,A biobank resource for placental malaria and placental health research,https://open-research-europe.ec.europa.eu/articles/4-273,N/A,[version 1; peer review: 2 approved with reservations],Melvin Mbalitsi; Mercy Singoei; Samuel Chenge; Harrison M. Ngure; Paul O. Angienda; Moses Madadi Obimbo; Bernard N. Kanoi; Jesse Gitaka; Francis M. Kobia,Horizon Europe Framework Programme,Stephen Rogerson; Julie M. Moore,2024-12-24
Natural sciences2.htm,Natural sciences,Brief Report,Intracellular dry mass density increases under growth-induced pressure,https://open-research-europe.ec.europa.eu/articles/4-231,N/A,"[version 2; peer review: 2 approved, 3 approved with reservations]",Hyojun Kim; Baptiste Alric; Nolan Chan; Julien Roul; Morgan Delarue,Horizon Europe Framework Programme,Marco Eigenfeld; Anahit Shirvanyan; Tong Shu; Jack W Shepherd; Sara Mouton,2024-12-19
Natural sciences2.htm,Natural sciences,Data Note,Thermal efficiency dataset around Cuban seas (TEDACS),https://open-research-europe.ec.europa.eu/articles/4-15,N/A,"[version 2; peer review: 1 approved, 2 approved with reservations, 1 not approved]",Alejandro Rodriguez; Melissa Abreu; Dailin Reyes; Melany Abreu; Humberto L. Varona; Carlos Noriega; Amilcar Calzada; Moacyr Araujo,Horizon 2020 Framework Programme,Dodi Sofyan Arief; Abdul Khair Junaidi; Erfan Amini; Hooi Siang Kang; Ji Zhang,2024-12-18
Natural sciences2.htm,Natural sciences,Software Tool Article,MultiOptForest: An interactive multi-objective optimization tool for forest planning and scenario analysis,https://open-research-europe.ec.europa.eu/articles/3-103,N/A,"[version 2; peer review: 2 approved, 2 approved with reservations, 1 not approved]",Kyle Eyvindson; Daniel Burgas; Clara Antón-Fernández; Jussi Hakanen; Michael Emmerich; Julian Klein; Mikko Mönkkönen; Tord Snäll; Astor Toraño Caicoya; Marta Vergarechea; Clemens Blattert,Horizon 2020 Framework Programme,Can Vatandaslar; Marc McDill; Silvana Nobre; Olalla Díaz-Yáñez; Sina Heubel; Yuxiang Dong; Logan Robert Bingham,2024-12-16
Natural sciences2.htm,Natural sciences,Research Article,Devonian–Mississippian magmatism related to extensional collapse in Svalbard: implications for radiating dyke swarms,https://open-research-europe.ec.europa.eu/articles/4-262,N/A,[version 1; peer review: 2 approved],Jean-Baptiste P. Koehl; Sebastian Tappe; Gillian R. Foulger; Ingrid M. Anell,Horizon 2020 Framework Programme,Natasha Stanton; Alexei Ivanov,2024-12-12
Natural sciences2.htm,Natural sciences,Case Study,Atacama Large Aperture Submillimeter Telescope (AtLAST) Science: Planetary and Cometary Atmospheres,https://open-research-europe.ec.europa.eu/articles/4-78,N/A,[version 2; peer review: 4 approved],Martin Cordiner; Alexander Thelen; Thibault Cavalie; Richard Cosentino; Leigh N. Fletcher; Mark Gurwell; Katherine de Kleer; Yi-Jehng Kuan; Emmanuel Lellouch; Arielle Moullet; Conor Nixon; Imke de Pater; Nicholas Teanby; Bryan Butler; Steven Charnley; Stefanie Milam; Raphael Moreno; Mark Booth; Pamela Klaassen; Claudia Cicone; Tony Mroczkowski; Luca Di Mascolo; Doug Johnstone; Eelco van Kampen; Minju Lee; Daizhong Liu; Thomas Maccarone; Amelie Saintonge; Matthew Smith; Sven Wedemeyer,Horizon 2020 Framework Programme; Horizon Europe Framework Programme; National Science Foundation; Norges Forskningsråd; UK Science and Technology Facilities Council; Agence Nationale de la Recherche,Hideo Sagawa; Takahiro Iino; Kaustubh Hakim; Andrey Baryshev,2024-12-12
Natural sciences3.htm,Natural sciences,Case Study,Science development study for the Atacama Large Aperture Submillimeter Telescope (AtLAST): Solar and stellar observations,https://open-research-europe.ec.europa.eu/articles/4-140,N/A,[version 2; peer review: 3 approved],Sven Wedemeyer; Miroslav Barta; Roman Brajša; Yi Chai; Joaquim Costa; Dale Gary; Guillermo Gimenez de Castro; Stanislav Gunar; Gregory Fleishman; Antonio Hales; Hugh Hudson; Mats Kirkaune; Atul Mohan; Galina Motorina; Alberto Pellizzoni; Maryam Saberi; Caius L. Selhorst; Paulo J. A. Simoes; Masumi Shimojo; Ivica Skokić; Davor Sudar; Fabian Menezes; Stephen M. White; Mark Booth; Pamela Klaassen; Claudia Cicone; Tony Mroczkowski; Martin A. Cordiner; Luca Di Mascolo; Doug Johnstone; Eelco van Kampen; Minju Lee; Daizhong Liu; Thomas Maccarone; John Orlowski-Scherer; Amelie Saintonge; Matthew Smith; Alexander E. Thelen,Horizon 2020 Framework Programme; HORIZON EUROPE Marie Sklodowska-Curie Actions; Fundação de Amparo à Pesquisa do Estado de São Paulo; Conselho Nacional de Desenvolvimento Científico e Tecnológico; Norges Forskningsråd; NASA; National Science Foundation; Fundo Mackenzie de Pesquisa e Inovação; Agence Nationale de la Recherche,Alexander G.M. Pietrow; Francesco Pecora; Malcolm Druett,2024-12-12
Natural sciences3.htm,Natural sciences,Research Article,Impact of sub-basalt thrust systems on the Faroe continental shelf for the late Paleoproterozoic–Cenozoic tectonic evolution of the margin.,https://open-research-europe.ec.europa.eu/articles/4-181,N/A,[version 2; peer review: 2 approved],Jean-Baptiste P. Koehl; David W. Jolley; Alexander L. Peace; Jhon M. Muñoz-Barrera; Gillian R. Foulger,Horizon 2020 Framework Programme,Martyn Stoker; Piotr Krzywiec,2024-12-07
Natural sciences3.htm,Natural sciences,Research Article,NOVEL INVENTION OF SPORE INDUCTION IN A SISTER SPECIES TO GROUP 4 DICTYOSTELIA,https://open-research-europe.ec.europa.eu/articles/4-239,N/A,[version 2; peer review: 3 approved],Pauline Schaap,Horizon 2020 Framework Programme,Tamao Saito; Yusuke V. Morimoto; Shweta Saran,2024-12-05
Natural sciences3.htm,Natural sciences,Research Article,On elastic deformations of cylindrical bodies under the influence of the gravitational field,https://open-research-europe.ec.europa.eu/articles/4-98,N/A,"[version 2; peer review: 3 approved, 1 approved with reservations]",Hamed Barzegar; Piotr T. Chruściel; Elisabeth Steininger,Horizon Europe Framework Programme; Horizon 2020 Framework Programme; Austrian Science Fund,Robert Beig; Matthew Maitra; Michele Brun; Ilya Svetlizky,2024-12-04
Natural sciences3.htm,Natural sciences,Data Note,PRA Melting-ICE Project: Svalbard 2022 Expeditions Report,https://open-research-europe.ec.europa.eu/articles/4-257,N/A,"[version 1; peer review: 3 approved, 1 approved with reservations]",Francesco Montemagno; Martina Cascone; Carlo Cardellini; Jacopo Pasotti; Elena Manini; Elisa Baldrighi; Enrico Maiero; Delia Segato; Riccardo Cerrato; Mauro Mazzola; Massimiliano Vardè; Angelina Cordone; Stefano Caliro; Iain Rudnik; Margaret Cramm; James Bradley; Donato Giovannelli,Horizon 2020 Framework Programme; Ministero dell'Università e della Ricerca; Natural Environment Research Council,John Yackel; Ze Ren; Guitao Shi; Edgardo A Hernández,2024-12-04
Natural sciences3.htm,Natural sciences,Research Article,Parametrizing analog multi-compartment neurons with genetic algorithms,https://open-research-europe.ec.europa.eu/articles/3-144,N/A,"[version 2; peer review: 4 approved, 1 approved with reservations]",Raphael Stock; Jakob Kaiser; Eric Müller; Johannes Schemmel; Sebastian Schmitt,Horizon 2020 Framework Programme; Deutsche Forschungsgemeinschaft; Manfred Stärk Foundation; FP7 Information and Communication Technologies,Wenhao Song; Charles P. Rizzo; Tanguy Damart; Erika Covi; Andrea Giuntoli; Nayan Vengallur; Arianna Rubino,2024-11-14
Natural sciences3.htm,Natural sciences,Research Article,Optimization of the autolysis of rainbow trout viscera for amino acid release using response surface methodology,https://open-research-europe.ec.europa.eu/articles/4-141,N/A,[version 2; peer review: 3 approved],Haizea Domínguez; Bruno Iñarra; Jalel Labidi; Carlos Bald,Horizon 2020 Framework Programme,Ulfah Amalia; Sharon Nunal; Leonilo Jr. Endoma; Bui Xuan Dong,2024-11-14
Natural sciences3.htm,Natural sciences,Brief Report,Co-designing ab initio electronic structure methods on a RISC-V vector architecture,https://open-research-europe.ec.europa.eu/articles/4-165,N/A,"[version 3; peer review: 4 approved, 1 approved with reservations]",Rogeli Grima Torres; Pablo Vizcaíno; Filippo Mantovani; José Julio Gutiérrez Moreno,Horizon 2020 Framework Programme; Horizon Europe Framework Programme; Agencia Estatal de Investigación; European High Performance Computing Joint Undertaking,Flavio Vella; Ahmed Kamaleldin; Roman Wyrzykowski; William Dawson; Keichi Takahashi,2024-11-14
Natural sciences3.htm,Natural sciences,Research Article,Modelling drift of cold-stunned Kemp's ridley turtles stranding on the Dutch coast,https://open-research-europe.ec.europa.eu/articles/4-41,N/A,[version 3; peer review: 3 approved],Darshika Manral; Ilse Bos; Mark de Boer; Erik van Sebille,Horizon 2020 Framework Programme,Lesley Stokes; Casper Van de Geer; Philippe Gaspar,2024-10-25
Natural sciences3.htm,Natural sciences,Research Article,A queen’s tale: Assessing the hidden potential of beeswax specimens in Natural History Museum collections,https://open-research-europe.ec.europa.eu/articles/4-227,N/A,"[version 1; peer review: 3 approved with reservations, 1 not approved]",Tuuli Kasso; Meaghan Mackie; Max Ramsøe; Lars Vilhelmsen; Carsten Gundlach; Sina Baier-Stegmaier; Alberto J. Taurozzi; Matthew J. Collins,Horizon 2020 Framework Programme; Carlsbergfondet; Danmarks Grundforskningsfond; Novo Nordisk Fonden; Danish Agency for Science and Higher Education; Innovationsfonden,Nelson Enrique Arenas; Luca Fontanesi; Simon Hammann; Richard Bernstein,2024-10-18
Natural sciences3.htm,Natural sciences,Data Note,Targeting deeply-sourced seeps along the Central Volcanic Zone,https://open-research-europe.ec.europa.eu/articles/4-226,N/A,"[version 1; peer review: 2 approved, 1 approved with reservations]",Deborah Bastoni; Mauricio Aguilera; Felipe Aguilera; Jenny M. Blamey; Joy Buongiorno; Agostina Chiodi; Angelina Cordone; Alfredo Esquivel; Marco Giardina; Cristobal Gonzalez; Joaquin Gutierrez; Nahun Irarrazabal; Viola Krukenberg; Susana Layana; Jacopo Pasotti; Carlos J. Ramirez; Alejandro Rodriguez; Timothy J. Rogers; Claudia Rojas; Jorge Sánchez-SanMartín; Matt O. Schrenk; Hector Vallejos; Gerdhard L. Jessen; Peter H. Barry; J. Maarten de Moor; Karen G. Lloyd; Donato Giovannelli,Horizon 2020 Framework Programme; NSF FRES; FONDECYT; COPAS COASTAL ANID; FONDECYT-ANID,Mark Alexander Lever; Magdalena Osburn; Dylan Chambers; Francesco Ricci,2024-10-18
Natural sciences3.htm,Natural sciences,Research Article,Enriching Earth observation datasets through semantics for climate change applications: The EIFFEL ontology,https://open-research-europe.ec.europa.eu/articles/4-133,N/A,"[version 2; peer review: 3 approved, 1 approved with reservations, 1 not approved]",Benjamin Molina; Carlos E. Palau; Jaime Calvo-Gallego,Horizon 2020 Framework Programme; Universidad de Salamanca Research Program; Agencia Estatal de Investigacion,Guohui Xiao; Victoria Lush; Antonis Troumpoukis; Raul Palma; Despina-Athanasia Pantazi,2024-10-18
Natural sciences3.htm,Natural sciences,Research Article,Natural sea water and artificial sea water are not equivalent in plastic leachate contamination studies,https://open-research-europe.ec.europa.eu/articles/4-59,N/A,"[version 3; peer review: 2 approved, 1 approved with reservations]",Clemens Vinzenz Ullmann; Maria Ina Arnone; Eva Jimenez-Guri,Horizon 2020 Framework Programme,Atsuko Sato; Amitava Mukherjee; Seren Acarer Arat,2024-10-17
Natural sciences3.htm,Natural sciences,Open Letter,"Network for forest by-products charcoal, resin, tar, potash (COST Action EU-PoTaRCh)",https://open-research-europe.ec.europa.eu/articles/4-176,N/A,"[version 2; peer review: 2 approved, 2 approved with reservations]",Magdalena Zborowska; Jakub Brózdowski; Jakob Starlander; Jiri Woitsch; Erika Ribechini; Rodica-Mariana Ion; Oliver Nelle; Koen Deforce; Anna Varga; Péter Szabó; Elena Badea; Johannes Tintiner-Olifiers; Katja Tikka; Jeannette Jacqueline Lucejko,European Cooperation in Science and Technology,Diego Tamburini; Anna Sandak; Piergiuseppe Morone; Asha Khosravi; Dietrich Darr; Kathrin Meinhold,2024-10-17
Natural sciences3.htm,Natural sciences,Brief Report,Common errors in Generative AI systems used for knowledge extraction in the climate action domain,https://open-research-europe.ec.europa.eu/articles/4-221,N/A,"[version 1; peer review: 1 approved, 1 approved with reservations]",Denis Havlik; Marcelo Rita Pias,Horizon Europe Framework Programme,Amanda Cardoso Duarte; Stefano Materia; Bo Qin,2024-10-16
Natural sciences3.htm,Natural sciences,Research Article,Caledonian reactivation and reworking of Timanian thrust systems and implications for latest Mesoproterozoic to mid-Paleozoic tectonics and magmatism in northern Baltica,https://open-research-europe.ec.europa.eu/articles/4-30,N/A,"[version 2; peer review: 1 approved, 2 approved with reservations, 1 not approved]",Jean-Baptiste P. Koehl; Eirik Stokmo,Horizon 2020 Framework Programme; Research Centre for Arctic Petroleum Exploration (ARCEx; Research Council of Norway),Simon Stewart; Wenjiao Xiao; Gustavo Martins; Ed Landing,2024-10-15
Natural sciences3.htm,Natural sciences,Research Article,"On the Billefjorden fault zone in Garmdalen, central Spitsbergen: implications for the mapping of major fault zones during geological fieldwork and for the tectonic history of Svalbard",https://open-research-europe.ec.europa.eu/articles/4-147,N/A,"[version 2; peer review: 2 approved, 1 approved with reservations]",Jean-Baptiste P. Koehl; Eirik M. B. Stokmo; Jhon M. Muñoz-Barrera,Horizon 2020 Framework Programme; Norges Forskningsråd,Oleksii V Bartashchuk; David Lino Vasconcelos; Mehmet Köküm,2024-10-02
Natural sciences3.htm,Natural sciences,Research Article,Exposure assessment and risks associated with wearing silver nanoparticle-coated textiles,https://open-research-europe.ec.europa.eu/articles/4-100,N/A,"[version 2; peer review: 3 approved, 1 approved with reservations]",Antti Joonas Koivisto; David Burrueco-Subirà; Ana Candalija; Socorro Vázquez-Campos; Alessia Nicosia; Fabrizio Ravegnani; Irini Furxhi; Andrea Brigliadori; Ilaria Zanoni; Magda Blosi; Anna Costa; Franco Belosi; Jesús Lopez de Ipiña,Horizon 2020 Framework Programme,Gülşah Ekin Kartal; Ana Cristina Ramírez Anguiano; Sandra Velasco-Ramírez; Carmen Estevan; Javier Esteban; Daniela Montalvo,2024-10-02
Natural sciences3.htm,Natural sciences,Research Article,"Sufficiency in European Climate Policies, four country NECPs analysed",https://open-research-europe.ec.europa.eu/articles/4-208,N/A,[version 1; peer review: 1 approved with reservations],Gunnar Boye OLESEN; Ann Vikkelsø,Horizon 2020 Framework Programme,Carina Zell-Ziegler,2024-09-24
Natural sciences3.htm,Natural sciences,Study Protocol,Paleo-species distribution modelling in the marine realm: protocol for a global scoping review,https://open-research-europe.ec.europa.eu/articles/4-188,N/A,[version 1; peer review: 2 approved with reservations],Emna Ben Lamine; Konstantina Agiadi; Maria Bas López; Grégory Beaugrand; Tatiana Theodoropoulou; Virginie Raybaud,Horizon 2020 Framework Programme,Luciano Bosso; Hannah Lois Owens,2024-08-28
Natural sciences4.htm,Natural sciences,Research Article,Machine learning based stellar classification with highly sparse photometry data,https://open-research-europe.ec.europa.eu/articles/4-29,N/A,"[version 2; peer review: 2 approved, 1 approved with reservations]",Seán Enis Cody; Sebastian Scher; Iain McDonald; Albert Zijlstra; Emma Alexander; Nick Cox,Horizon 2020 Framework Programme; Horizon Europe Framework Programme,Giacomo Cordoni; Nestor Sanchez; John YH Soo,2024-08-28
Natural sciences4.htm,Natural sciences,Open Letter,Applications of environmental intelligence for rural land management,https://open-research-europe.ec.europa.eu/articles/4-184,N/A,[version 1; peer review: 1 approved],Caitlin Douglas; Mark Mulligan,Horizon 2020 Framework Programme,Dr. Kumar Ashwini,2024-08-15
Natural sciences4.htm,Natural sciences,Research Article,Global distribution patterns of siphonophores across horizontal and vertical oceanic gradients,https://open-research-europe.ec.europa.eu/articles/4-177,N/A,[version 1; peer review: 2 approved],Cristina Claver; Naiara Rodríguez-Ezpeleta; Xabier Irigoien; Oriol Canals,"Horizon 2020 Framework Programme; Hezkuntza, Hizkuntza Politika Eta Kultura Saila, Eusko Jaurlaritza; Eusko Jaurlaritza",Ana Baricevic; Iole Di Capua,2024-08-13
Natural sciences4.htm,Natural sciences,Research Article,What is the IPCC’s assessment style and what shaped it?,https://open-research-europe.ec.europa.eu/articles/4-172,N/A,"[version 1; peer review: 1 approved, 2 approved with reservations, 2 not approved]",Gabriel Târziu,Horizon Europe Framework Programme,Tomàs Molina; Kari De Pryck; Hannah Hughes; David Francisco Bustos Usta; Ema Gusheva,2024-08-07
