题目,链接,发表时间,资助者个数,资助者名称,文章ID,标准化资助者名称,是否_H2020,是否_HEurope,是否_双重资助,是否_均无资助
Digital Finance: Reaching New Frontiers,https://open-research-europe.ec.europa.eu/articles/3-38/v1,2023-02-23,4,Horizon 2020 Framework Programme,3-38,horizon 2020 framework programme,True,False,False,False
Digital Finance: Reaching New Frontiers,https://open-research-europe.ec.europa.eu/articles/3-38/v1,2023-02-23,4,COST Association,3-38,cost association,True,False,False,False
Digital Finance: Reaching New Frontiers,https://open-research-europe.ec.europa.eu/articles/3-38/v1,2023-02-23,4,Swiss National Science Foundation,3-38,swiss national science foundation,True,False,False,False
Digital Finance: Reaching New Frontiers,https://open-research-europe.ec.europa.eu/articles/3-38/v1,2023-02-23,4,European Cooperation in Science and Technology,3-38,european cooperation in science and technology,True,False,False,False
"In poetry, if meter has to help memory, it takes its time",https://open-research-europe.ec.europa.eu/articles/1-59,2023-02-23,2,Horizon 2020 Framework Programme,1-59,horizon 2020 framework programme,True,False,False,False
"In poetry, if meter has to help memory, it takes its time",https://open-research-europe.ec.europa.eu/articles/1-59,2023-02-23,2,Human Frontier Science Program,1-59,human frontier science program,True,False,False,False
Calendar ageing modelling using machine learning: an experimental investigation on lithium ion battery chemistries,https://open-research-europe.ec.europa.eu/articles/2-96,2023-02-22,1,Horizon 2020 Framework Programme,2-96,horizon 2020 framework programme,True,False,False,False
“« Coffee agroforestry business-driven clusters »: an innovative social and environmental organisational model for coffee farm renovation,https://open-research-europe.ec.europa.eu/articles/2-61,2023-02-21,1,Horizon 2020 Framework Programme,2-61,horizon 2020 framework programme,True,False,False,False
Multi-layer modelling of masonry structures strengthened through textile-reinforced mortar,https://open-research-europe.ec.europa.eu/articles/2-132,2023-02-21,1,Horizon 2020 Framework Programme,2-132,horizon 2020 framework programme,True,False,False,False
Investigating the effect of cardio-visual synchrony on prosocial behavior towards a social robot,https://open-research-europe.ec.europa.eu/articles/3-37,2023-02-21,3,Horizon 2020 Framework Programme,3-37,horizon 2020 framework programme,True,False,False,False
Investigating the effect of cardio-visual synchrony on prosocial behavior towards a social robot,https://open-research-europe.ec.europa.eu/articles/3-37,2023-02-21,3,Economic and Social Research Council,3-37,economic and social research council,True,False,False,False
Investigating the effect of cardio-visual synchrony on prosocial behavior towards a social robot,https://open-research-europe.ec.europa.eu/articles/3-37,2023-02-21,3,Leverhulme Trust,3-37,leverhulme trust,True,False,False,False
Chemotherapy use and outcomes in patients with stage III or IV small-cell lung cancer in relation to age: An analysis of the English Systemic Anti-Cancer Treatment (SACT) dataset,https://open-research-europe.ec.europa.eu/articles/3-35,2023-02-20,2,Horizon 2020 Framework Programme,3-35,horizon 2020 framework programme,True,False,False,False
Chemotherapy use and outcomes in patients with stage III or IV small-cell lung cancer in relation to age: An analysis of the English Systemic Anti-Cancer Treatment (SACT) dataset,https://open-research-europe.ec.europa.eu/articles/3-35,2023-02-20,2,Cancer Research UK,3-35,cancer research uk,True,False,False,False
Phylogeny-wide analysis of G-protein coupled receptors in social amoebas and implications for the evolution of multicellularity,https://open-research-europe.ec.europa.eu/articles/2-134,2023-02-15,1,Horizon 2020 Framework Programme,2-134,horizon 2020 framework programme,True,False,False,False
Global sensitivity analysis to enhance the transparency and rigour of energy system optimisation modelling,https://open-research-europe.ec.europa.eu/articles/3-30,2023-02-13,3,Horizon 2020 Framework Programme,3-30,horizon 2020 framework programme,True,False,False,False
Global sensitivity analysis to enhance the transparency and rigour of energy system optimisation modelling,https://open-research-europe.ec.europa.eu/articles/3-30,2023-02-13,3,Mitacs Globalink Research Award,3-30,mitacs globalink research award,True,False,False,False
Global sensitivity analysis to enhance the transparency and rigour of energy system optimisation modelling,https://open-research-europe.ec.europa.eu/articles/3-30,2023-02-13,3,UK AID Climate Compatible Growth,3-30,uk aid climate compatible growth,True,False,False,False
Nonlinear field-control of terahertz waves in random media for spatiotemporal focusing,https://open-research-europe.ec.europa.eu/articles/2-32,2023-02-13,2,Horizon 2020 Framework Programme,2-32,horizon 2020 framework programme,True,False,False,False
Nonlinear field-control of terahertz waves in random media for spatiotemporal focusing,https://open-research-europe.ec.europa.eu/articles/2-32,2023-02-13,2,Leverhulme Trust,2-32,leverhulme trust,True,False,False,False
Creating personas for exposome research: the experience from the HEAP project,https://open-research-europe.ec.europa.eu/articles/3-28,2023-02-07,1,Horizon 2020 Framework Programme,3-28,horizon 2020 framework programme,True,False,False,False
The visible subtitler: Blockchain technology towards right management and minting,https://open-research-europe.ec.europa.eu/articles/3-26,2023-02-02,1,Horizon 2020 Framework Programme,3-26,horizon 2020 framework programme,True,False,False,False
Development of agroecology in Austria and Germany,https://open-research-europe.ec.europa.eu/articles/3-25,2023-02-02,1,Horizon 2020 Framework Programme,3-25,horizon 2020 framework programme,True,False,False,False
A psychological symptom based machine learning model for clinical evaluation of irritable bowel syndrome,https://open-research-europe.ec.europa.eu/articles/3-19,2023-01-27,3,Horizon 2020 Framework Programme,3-19,horizon 2020 framework programme,True,False,False,False
A psychological symptom based machine learning model for clinical evaluation of irritable bowel syndrome,https://open-research-europe.ec.europa.eu/articles/3-19,2023-01-27,3,Helse Vest’s Research Funding,3-19,helse vest’s research funding,True,False,False,False
A psychological symptom based machine learning model for clinical evaluation of irritable bowel syndrome,https://open-research-europe.ec.europa.eu/articles/3-19,2023-01-27,3,Norwegian Research Council,3-19,norwegian research council,True,False,False,False
Towards the engagement of citizens in SOSTs decision-making: participatory models setting a common ground for border surveillance and respect of fundamental rights. Findings from ARESIBO H2020 project,https://open-research-europe.ec.europa.eu/articles/3-15,2023-01-25,1,Horizon 2020 Framework Programme,3-15,horizon 2020 framework programme,True,False,False,False
An exploration of prenatal breastfeeding self-efficacy: a scoping review protocol,https://open-research-europe.ec.europa.eu/articles/2-91,2023-01-24,2,Horizon 2020 Framework Programme,2-91,horizon 2020 framework programme,True,False,False,False
An exploration of prenatal breastfeeding self-efficacy: a scoping review protocol,https://open-research-europe.ec.europa.eu/articles/2-91,2023-01-24,2,"National Health and Medical Research Council collaborative grant scheme funding, Australia",2-91,"national health and medical research council collaborative grant scheme funding, australia",True,False,False,False
Particle physics facing a pandemic,https://open-research-europe.ec.europa.eu/articles/3-13,2023-01-19,7,Horizon 2020 Framework Programme,3-13,horizon 2020 framework programme,True,False,False,False
Particle physics facing a pandemic,https://open-research-europe.ec.europa.eu/articles/3-13,2023-01-19,7,UNKP-22-Bolyai+,3-13,unkp-22-bolyai+,True,False,False,False
Particle physics facing a pandemic,https://open-research-europe.ec.europa.eu/articles/3-13,2023-01-19,7,COST Action,3-13,cost action,True,False,False,False
Particle physics facing a pandemic,https://open-research-europe.ec.europa.eu/articles/3-13,2023-01-19,7,Spanish Government,3-13,spanish government,True,False,False,False
Particle physics facing a pandemic,https://open-research-europe.ec.europa.eu/articles/3-13,2023-01-19,7,Generalitat Valenciana,3-13,generalitat valenciana,True,False,False,False
Particle physics facing a pandemic,https://open-research-europe.ec.europa.eu/articles/3-13,2023-01-19,7,OTKA,3-13,otka,True,False,False,False
Particle physics facing a pandemic,https://open-research-europe.ec.europa.eu/articles/3-13,2023-01-19,7,Bolyai Fellowship programme of the Hungarian Academy of Sciences,3-13,bolyai fellowship programme of the hungarian academy of sciences,True,False,False,False
Ego depletion and implicit and explicit determinants of condom use intentions: an experimental study among young men,https://open-research-europe.ec.europa.eu/articles/3-11,2023-01-18,3,Horizon 2020 Framework Programme,3-11,horizon 2020 framework programme,True,False,False,False
Ego depletion and implicit and explicit determinants of condom use intentions: an experimental study among young men,https://open-research-europe.ec.europa.eu/articles/3-11,2023-01-18,3,"Aidsfonds, The Netherlands",3-11,"aidsfonds, the netherlands",True,False,False,False
Ego depletion and implicit and explicit determinants of condom use intentions: an experimental study among young men,https://open-research-europe.ec.europa.eu/articles/3-11,2023-01-18,3,European Cooperation in Science and Technology,3-11,european cooperation in science and technology,True,False,False,False
"The translational roadmap of the gut models, focusing on gut-on-chip",https://open-research-europe.ec.europa.eu/articles/1-62,2023-01-18,1,Horizon 2020 Framework Programme,1-62,horizon 2020 framework programme,True,False,False,False
Improved predictions of phase behaviour of intrinsically disordered proteins by tuning the interaction range,https://open-research-europe.ec.europa.eu/articles/2-94,2023-01-17,1,Horizon 2020 Framework Programme,2-94,horizon 2020 framework programme,True,False,False,False
When science meets entrepreneurship,https://open-research-europe.ec.europa.eu/articles/3-9/v1,2023-01-13,1,Horizon 2020 Framework Programme,3-9,horizon 2020 framework programme,True,False,False,False
The Embassy of Good Science – a community driven initiative to promote ethics and integrity in research,https://open-research-europe.ec.europa.eu/articles/2-27,2023-01-12,1,Horizon 2020 Framework Programme,2-27,horizon 2020 framework programme,True,False,False,False
Wild snapdragon plant pedigree sheds light on limited connectivity enhanced by higher migrant reproductive success in a fragmented landscape,https://open-research-europe.ec.europa.eu/articles/1-145,2023-01-12,1,Horizon 2020 Framework Programme,1-145,horizon 2020 framework programme,True,False,False,False
"Changing birthplaces to care for healthcare workers, lessons from the pandemic: A scoping review",https://open-research-europe.ec.europa.eu/articles/3-7,2023-01-10,2,Horizon 2020 Framework Programme,3-7,horizon 2020 framework programme,True,False,False,False
"Changing birthplaces to care for healthcare workers, lessons from the pandemic: A scoping review",https://open-research-europe.ec.europa.eu/articles/3-7,2023-01-10,2,European Cooperation in Science and Technology,3-7,european cooperation in science and technology,True,False,False,False
Understanding the role of digitalization and social media on energy citizenship,https://open-research-europe.ec.europa.eu/articles/3-6,2023-01-10,1,Horizon 2020 Framework Programme,3-6,horizon 2020 framework programme,True,False,False,False
Electric energy utilization in modern industrial environments,https://open-research-europe.ec.europa.eu/articles/3-4,2023-01-06,1,Horizon 2020 Framework Programme,3-4,horizon 2020 framework programme,True,False,False,False
Open digital infrastructures for bridging professional cultures: the case of extreme citizen science between journalism and research,https://open-research-europe.ec.europa.eu/articles/3-3,2023-01-06,2,Horizon 2020 Framework Programme,3-3,horizon 2020 framework programme,True,False,False,False
Open digital infrastructures for bridging professional cultures: the case of extreme citizen science between journalism and research,https://open-research-europe.ec.europa.eu/articles/3-3,2023-01-06,2,French Minister of Culture and Communication,3-3,french minister of culture and communication,True,False,False,False
"KSEMAW: an open source software for the analysis of spectrophotometric, ellipsometric and photothermal deflection spectroscopy measurements",https://open-research-europe.ec.europa.eu/articles/1-95,2023-01-04,2,Horizon 2020 Framework Programme,1-95,horizon 2020 framework programme,True,False,False,False
"KSEMAW: an open source software for the analysis of spectrophotometric, ellipsometric and photothermal deflection spectroscopy measurements",https://open-research-europe.ec.europa.eu/articles/1-95,2023-01-04,2,Ministero dello Sviluppo Economico,1-95,ministero dello sviluppo economico,True,False,False,False
Peer-to-peer energy communities: regulatory barriers in the EU context,https://open-research-europe.ec.europa.eu/articles/2-147/v1,2022-12-23,2,Horizon 2020 Framework Programme,2-147,horizon 2020 framework programme,True,False,False,False
Peer-to-peer energy communities: regulatory barriers in the EU context,https://open-research-europe.ec.europa.eu/articles/2-147/v1,2022-12-23,2,Fondo Sociale Europeo REACT EU—Programma Operativo Nazionale Ricerca e Innovazione 2014–2020 (D.M. n.1062 del 10 agosto 2021),2-147,fondo sociale europeo react eu—programma operativo nazionale ricerca e innovazione 2014–2020 (d.m. n.1062 del 10 agosto 2021),True,False,False,False
Flow cell for operando X-ray photon-in-photon-out studies on photo-electrochemical thin film devices,https://open-research-europe.ec.europa.eu/articles/2-74,2022-12-23,1,Marie Skłodowska-Curie grant agreement,2-74,marie skłodowska-curie grant agreement,False,False,False,True
Ethical consumption: why should we understand it as a social practice within a multilevel framework?,https://open-research-europe.ec.europa.eu/articles/2-109,2022-12-21,1,Horizon 2020 Framework Programme,2-109,horizon 2020 framework programme,True,False,False,False
An extension of Thing Descriptions from the Web of Things for Digital Twins,https://open-research-europe.ec.europa.eu/articles/2-144,2022-12-21,1,Horizon 2020 Framework Programme,2-144,horizon 2020 framework programme,True,False,False,False
Developing the multi-dimensional mobility divide index (MDI) as a methodology to assess the accessibility level of public transport systems,https://open-research-europe.ec.europa.eu/articles/2-143,2022-12-21,1,Horizon 2020 Framework Programme,2-143,horizon 2020 framework programme,True,False,False,False
Realizing a human-centered digitalization of the energy sector,https://open-research-europe.ec.europa.eu/articles/2-140,2022-12-15,1,Horizon 2020 Framework Programme,2-140,horizon 2020 framework programme,True,False,False,False
"Bio-oil production from biogenic wastes, the hydrothermal conversion step",https://open-research-europe.ec.europa.eu/articles/2-111,2022-12-15,1,Horizon 2020 Framework Programme,2-111,horizon 2020 framework programme,True,False,False,False
The consistency approach for the substitution of in vivo testing for the quality control of established vaccines: practical considerations and progressive vision,https://open-research-europe.ec.europa.eu/articles/2-116/v1,2022-12-13,2,Horizon 2020 Framework Programme,2-116,horizon 2020 framework programme,True,False,False,False
The consistency approach for the substitution of in vivo testing for the quality control of established vaccines: practical considerations and progressive vision,https://open-research-europe.ec.europa.eu/articles/2-116/v1,2022-12-13,2,Innovative Medicines Initiative,2-116,innovative medicines initiative,True,False,False,False
Energy communities: engaging people and technologies in the future of energy,https://open-research-europe.ec.europa.eu/articles/2-137,2022-12-12,1,Horizon 2020 Framework Programme,2-137,horizon 2020 framework programme,True,False,False,False
bacto_tracker: a method for single-cell tracking of M. xanthus in dense and multispecies colonies,https://open-research-europe.ec.europa.eu/articles/2-136,2022-12-09,3,Horizon 2020 Framework Programme,2-136,horizon 2020 framework programme,True,False,False,False
bacto_tracker: a method for single-cell tracking of M. xanthus in dense and multispecies colonies,https://open-research-europe.ec.europa.eu/articles/2-136,2022-12-09,3,Agence National de la Recherche,2-136,agence national de la recherche,True,False,False,False
bacto_tracker: a method for single-cell tracking of M. xanthus in dense and multispecies colonies,https://open-research-europe.ec.europa.eu/articles/2-136,2022-12-09,3,Bettencourt-Schueller Foundation,2-136,bettencourt-schueller foundation,True,False,False,False
"A comparative wordlist for the languages of The Gran Chaco, South America",https://open-research-europe.ec.europa.eu/articles/2-90,2022-12-06,2,Horizon 2020 Framework Programme,2-90,horizon 2020 framework programme,True,False,False,False
"A comparative wordlist for the languages of The Gran Chaco, South America",https://open-research-europe.ec.europa.eu/articles/2-90,2022-12-06,2,Fondo para la Investigación Científica y Tecnológica,2-90,fondo para la investigación científica y tecnológica,True,False,False,False
What’s Wrong with Democracy? The Peculiar Power of Kratos,https://open-research-europe.ec.europa.eu/articles/1-56,2022-11-28,1,Horizon 2020 Framework Programme,1-56,horizon 2020 framework programme,True,False,False,False
Identifying the performance and losses of a scroll compressor with vapour injection and R1234ze(E),https://open-research-europe.ec.europa.eu/articles/2-49,2022-11-28,1,Horizon 2020 Framework Programme,2-49,horizon 2020 framework programme,True,False,False,False
European small-town Renewable Energy Communities: Participatory design of supporting tools as a vehicle to engage and understand local communities and their energy related concerns,https://open-research-europe.ec.europa.eu/articles/2-129,2022-11-28,1,Horizon 2020 Framework Programme,2-129,horizon 2020 framework programme,True,False,False,False
"Application of a method for the sustainable planning and management of ground source heat pump systems in an urban environment, considering the effects of reciprocal thermal interference",https://open-research-europe.ec.europa.eu/articles/2-58/v1,2022-11-25,1,Horizon 2020 Framework Programme,2-58,horizon 2020 framework programme,True,False,False,False
Voicing challenges: GDPR and AI research,https://open-research-europe.ec.europa.eu/articles/2-126,2022-11-23,1,Horizon 2020 Framework Programme,2-126,horizon 2020 framework programme,True,False,False,False
Autophagy of the somatic stalk cells likely nurses the propagating spores of Dictyostelid social amoebas,https://open-research-europe.ec.europa.eu/articles/2-104,2022-11-23,1,Horizon 2020 Framework Programme,2-104,horizon 2020 framework programme,True,False,False,False
Towards an integrated automatic design process for robot swarms,https://open-research-europe.ec.europa.eu/articles/1-112,2022-11-04,3,Horizon 2020 Framework Programme,1-112,horizon 2020 framework programme,True,False,False,False
Towards an integrated automatic design process for robot swarms,https://open-research-europe.ec.europa.eu/articles/1-112,2022-11-04,3,Wallonia-Brussels Federation,1-112,wallonia-brussels federation,True,False,False,False
Towards an integrated automatic design process for robot swarms,https://open-research-europe.ec.europa.eu/articles/1-112,2022-11-04,3,Fonds De La Recherche Scientifique (FNRS),1-112,fonds de la recherche scientifique (fnrs),True,False,False,False
Reception of the values of the Aeschylus drama and mnemonic imprints by ancient tragedy spectators,https://open-research-europe.ec.europa.eu/articles/2-124,2022-11-03,1,Horizon 2020 Framework Programme,2-124,horizon 2020 framework programme,True,False,False,False
Identifying entrepreneurial discovery processes with weak and strong technology signals: a text mining approach,https://open-research-europe.ec.europa.eu/articles/2-26,2022-11-01,1,Horizon 2020 Framework Programme,2-26,horizon 2020 framework programme,True,False,False,False
Are the cyst nematode hatching factor eclepins rhizosphere signalling molecules? Solanoeclepin A regulates gene expression in plants,https://open-research-europe.ec.europa.eu/articles/2-122,2022-10-21,2,Horizon 2020 Framework Programme,2-122,horizon 2020 framework programme,True,False,False,False
Are the cyst nematode hatching factor eclepins rhizosphere signalling molecules? Solanoeclepin A regulates gene expression in plants,https://open-research-europe.ec.europa.eu/articles/2-122,2022-10-21,2,NWO-TTW,2-122,nwo-ttw,True,False,False,False
Ultrastructure and stability of cellular nanoparticles isolated from Phaeodactylum tricornutum and Dunaliella tertiolecta conditioned media,https://open-research-europe.ec.europa.eu/articles/2-121,2022-10-20,2,Horizon 2020 Framework Programme,2-121,horizon 2020 framework programme,True,False,False,False
Ultrastructure and stability of cellular nanoparticles isolated from Phaeodactylum tricornutum and Dunaliella tertiolecta conditioned media,https://open-research-europe.ec.europa.eu/articles/2-121,2022-10-20,2,Javna Agencija za Raziskovalno Dejavnost RS,2-121,javna agencija za raziskovalno dejavnost rs,True,False,False,False
"Generational issues in linking family farming production, traditional food in diet, physical activity and obesity in Pacific Islands countries and territories: the case of the Melanesian population on Lifou Island",https://open-research-europe.ec.europa.eu/articles/1-135,2022-10-11,2,Horizon 2020 Framework Programme,1-135,horizon 2020 framework programme,True,False,False,False
"Generational issues in linking family farming production, traditional food in diet, physical activity and obesity in Pacific Islands countries and territories: the case of the Melanesian population on Lifou Island",https://open-research-europe.ec.europa.eu/articles/1-135,2022-10-11,2,the Pacific Island University Research Network grant 2016-2018,1-135,the pacific island university research network grant 2016-2018,True,False,False,False
A geospatial source selector for federated GeoSPARQL querying,https://open-research-europe.ec.europa.eu/articles/2-48,2022-10-06,1,Horizon 2020 Framework Programme,2-48,horizon 2020 framework programme,True,False,False,False
Action-learning: developing competences to drive the transition towards more sustainable food systems,https://open-research-europe.ec.europa.eu/articles/2-117,2022-10-05,2,Horizon 2020 Framework Programme,2-117,horizon 2020 framework programme,True,False,False,False
Action-learning: developing competences to drive the transition towards more sustainable food systems,https://open-research-europe.ec.europa.eu/articles/2-117,2022-10-05,2,European Commission,2-117,european commission,True,False,False,False
preCICE v2: A sustainable and user-friendly coupling library,https://open-research-europe.ec.europa.eu/articles/2-51,2022-09-30,5,Horizon 2020 Framework Programme,2-51,horizon 2020 framework programme,True,False,False,False
preCICE v2: A sustainable and user-friendly coupling library,https://open-research-europe.ec.europa.eu/articles/2-51,2022-09-30,5,Bayerisches Staatsministerium für Wissenschaft und Kunst,2-51,bayerisches staatsministerium für wissenschaft und kunst,True,False,False,False
preCICE v2: A sustainable and user-friendly coupling library,https://open-research-europe.ec.europa.eu/articles/2-51,2022-09-30,5,International Graduate Research Group on Soft Tissue Robotics,2-51,international graduate research group on soft tissue robotics,True,False,False,False
preCICE v2: A sustainable and user-friendly coupling library,https://open-research-europe.ec.europa.eu/articles/2-51,2022-09-30,5,Deutsche Forschungsgemeinschaft,2-51,deutsche forschungsgemeinschaft,True,False,False,False
preCICE v2: A sustainable and user-friendly coupling library,https://open-research-europe.ec.europa.eu/articles/2-51,2022-09-30,5,Bundesministerium für Wirtschaft und Energie,2-51,bundesministerium für wirtschaft und energie,True,False,False,False
Predicting acceptance and adoption of renewable energy community solutions: the prosumer psychology,https://open-research-europe.ec.europa.eu/articles/2-115,2022-09-29,1,Horizon 2020 Framework Programme,2-115,horizon 2020 framework programme,True,False,False,False
New challenges for the Human Oceans Past agenda,https://open-research-europe.ec.europa.eu/articles/2-114,2022-09-29,1,Horizon 2020 Framework Programme,2-114,horizon 2020 framework programme,True,False,False,False
Expressive timing and mechanical instruments: exploring temporal idiomaticity in some music box performances,https://open-research-europe.ec.europa.eu/articles/2-113,2022-09-29,1,Horizon 2020 Framework Programme,2-113,horizon 2020 framework programme,True,False,False,False
A Digital Image Correlation (DIC) prototype system for crack propagation monitoring in aircraft assemblies,https://open-research-europe.ec.europa.eu/articles/2-82,2022-09-28,1,Horizon 2020 Framework Programme,2-82,horizon 2020 framework programme,True,False,False,False
The STArgardt Remofuscin Treatment Trial (STARTT): design and baseline characteristics of enrolled Stargardt patients,https://open-research-europe.ec.europa.eu/articles/1-96,2022-09-27,1,Horizon 2020 Framework Programme,1-96,horizon 2020 framework programme,True,False,False,False
"Mobilefuge: A low-cost, portable, open source, 3D-printed centrifuge that can be powered by a mobile phone",https://open-research-europe.ec.europa.eu/articles/2-112,2022-09-22,1,Horizon 2020 Framework Programme,2-112,horizon 2020 framework programme,True,False,False,False
Development of an online pan-European Integrated Pest Management Resource Toolbox,https://open-research-europe.ec.europa.eu/articles/2-72,2022-09-22,1,Horizon 2020 Framework Programme,2-72,horizon 2020 framework programme,True,False,False,False
Implementation of a software defined FLISR solution on an active distribution grid,https://open-research-europe.ec.europa.eu/articles/1-142/v1,2022-09-20,1,Horizon 2020 Framework Programme,1-142,horizon 2020 framework programme,True,False,False,False
Methodological approaches in aggregate formation and microscopic analysis to assess pseudoislet morphology and cellular interactions,https://open-research-europe.ec.europa.eu/articles/2-87,2022-09-20,1,Horizon 2020 Framework Programme,2-87,horizon 2020 framework programme,True,False,False,False
Chromatin structure can introduce systematic biases in genome-wide analyses of Plasmodium falciparum,https://open-research-europe.ec.europa.eu/articles/2-75,2022-09-15,2,Horizon 2020 Framework Programme,2-75,horizon 2020 framework programme,True,False,False,False
Chromatin structure can introduce systematic biases in genome-wide analyses of Plasmodium falciparum,https://open-research-europe.ec.europa.eu/articles/2-75,2022-09-15,2,Agence Nationale de la Recherche,2-75,agence nationale de la recherche,True,False,False,False
Pharmaceutical pollution: Prediction of environmental concentrations from national wholesales data,https://open-research-europe.ec.europa.eu/articles/2-71,2022-09-15,2,Horizon 2020 Framework Programme,2-71,horizon 2020 framework programme,True,False,False,False
Pharmaceutical pollution: Prediction of environmental concentrations from national wholesales data,https://open-research-europe.ec.europa.eu/articles/2-71,2022-09-15,2,NIVA’s Computational Toxicology Program (NCTP),2-71,niva’s computational toxicology program (nctp),True,False,False,False
"Local ecological knowledge and folk medicine in historical Estonia, Livonia, Courland and Galicia in Northeastern Europe, 1805-1905",https://open-research-europe.ec.europa.eu/articles/2-30,2022-09-13,1,Horizon 2020 Framework Programme,2-30,horizon 2020 framework programme,True,False,False,False
Chromosome-scale assembly of the yellow mealworm genome,https://open-research-europe.ec.europa.eu/articles/1-94,2022-09-05,1,Horizon 2020 Framework Programme,1-94,horizon 2020 framework programme,True,False,False,False
The state of the art in beyond 5G distributed massive multiple-input multiple-output communication system solutions,https://open-research-europe.ec.europa.eu/articles/2-106/v1,2022-09-02,1,Horizon 2020,2-106,horizon 2020,True,False,False,False
Use of organic fertilizers in solar photo-Fenton process as potential technology to remove pineapple processing wastewater in Costa Rica,https://open-research-europe.ec.europa.eu/articles/2-105,2022-09-01,1,Horizon 2020 Framework Programme,2-105,horizon 2020 framework programme,True,False,False,False
A pilot study of risk-stratified cervical cancer screening,https://open-research-europe.ec.europa.eu/articles/1-84,2022-09-01,1,Horizon 2020 Framework Programme,1-84,horizon 2020 framework programme,True,False,False,False
A spatio-temporal atlas of the developing fetal brain with spina bifida aperta,https://open-research-europe.ec.europa.eu/articles/1-123,2022-08-31,3,Horizon 2020 Framework Programme,1-123,horizon 2020 framework programme,True,False,False,False
A spatio-temporal atlas of the developing fetal brain with spina bifida aperta,https://open-research-europe.ec.europa.eu/articles/1-123,2022-08-31,3,National Institute for Health University College London Hospitals Biomedical Research Centre,1-123,national institute for health university college london hospitals biomedical research centre,True,False,False,False
A spatio-temporal atlas of the developing fetal brain with spina bifida aperta,https://open-research-europe.ec.europa.eu/articles/1-123,2022-08-31,3,Wellcome and EPSRC,1-123,wellcome and epsrc,True,False,False,False
Stability characterization of microfluidics lipid-stabilized double emulsions under physiologically-relevant conditions,https://open-research-europe.ec.europa.eu/articles/2-103,2022-08-30,1,Horizon 2020 Framework Programme,2-103,horizon 2020 framework programme,True,False,False,False
Why is health improvement policy so difficult to secure?,https://open-research-europe.ec.europa.eu/articles/2-76,2022-08-26,1,Horizon 2020 Framework Programme,2-76,horizon 2020 framework programme,True,False,False,False
Non-pharmaceutical interventions during COVID-19 in the UK and Spain: a rapid realist review,https://open-research-europe.ec.europa.eu/articles/2-52,2022-08-26,1,Horizon 2020 Framework Programme,2-52,horizon 2020 framework programme,True,False,False,False
"Low-resistivity, high-resolution W-C electrical contacts fabricated by direct-write focused electron beam induced deposition",https://open-research-europe.ec.europa.eu/articles/2-102,2022-08-25,4,Horizon 2020 Framework Programme,2-102,horizon 2020 framework programme,True,False,False,False
"Low-resistivity, high-resolution W-C electrical contacts fabricated by direct-write focused electron beam induced deposition",https://open-research-europe.ec.europa.eu/articles/2-102,2022-08-25,4,MCIN/AEI/10.13039/501100011033,2-102,mcin/aei/10.13039/501100011033,True,False,False,False
"Low-resistivity, high-resolution W-C electrical contacts fabricated by direct-write focused electron beam induced deposition",https://open-research-europe.ec.europa.eu/articles/2-102,2022-08-25,4,Consejo Superior de Investigaciones Científicas,2-102,consejo superior de investigaciones científicas,True,False,False,False
"Low-resistivity, high-resolution W-C electrical contacts fabricated by direct-write focused electron beam induced deposition",https://open-research-europe.ec.europa.eu/articles/2-102,2022-08-25,4,Gobierno de Aragón,2-102,gobierno de aragón,True,False,False,False
How do career promotion policies affect research publications and open access?,https://open-research-europe.ec.europa.eu/articles/2-99,2022-08-22,1,Horizon 2020 Framework Programme,2-99,horizon 2020 framework programme,True,False,False,False
Making pre-screening for Alzheimer's disease (AD) and Postoperative delirium among post-acute COVID-19 syndrome - (PACS) a national priority: The Deep Neuro Study,https://open-research-europe.ec.europa.eu/articles/2-98,2022-08-22,1,Horizon 2020 Framework Programme,2-98,horizon 2020 framework programme,True,False,False,False
Mapping research on the social impact of the arts: what characterises the field?,https://open-research-europe.ec.europa.eu/articles/1-124,2022-08-18,1,Horizon 2020 Framework Programme,1-124,horizon 2020 framework programme,True,False,False,False
Tracking human interactions with a commercially-available robot over multiple days,https://open-research-europe.ec.europa.eu/articles/2-97,2022-08-16,2,Horizon 2020 Framework Programme,2-97,horizon 2020 framework programme,True,False,False,False
Tracking human interactions with a commercially-available robot over multiple days,https://open-research-europe.ec.europa.eu/articles/2-97,2022-08-16,2,Leverhulme Trust,2-97,leverhulme trust,True,False,False,False
The COMBAT project: controlling and progressively minimizing the burden of vector-borne animal trypanosomosis in Africa,https://open-research-europe.ec.europa.eu/articles/2-67,2022-08-15,1,Horizon 2020 Framework Programme,2-67,horizon 2020 framework programme,True,False,False,False
Immunoglobulin G isolation by fast protein liquid chromatography (FPLC): Method validation and implementation in patients with amyotrophic lateral sclerosis – a preliminary study,https://open-research-europe.ec.europa.eu/articles/2-93,2022-08-03,1,Horizon 2020 Framework Programme,2-93,horizon 2020 framework programme,True,False,False,False
Osmium and OsOx nanoparticles: an overview of syntheses and applications,https://open-research-europe.ec.europa.eu/articles/2-39,2022-08-01,1,Horizon 2020 Framework Programme,2-39,horizon 2020 framework programme,True,False,False,False
Evolving requirements for materials modelling software and underlying method developments: an inventory and future outlook,https://open-research-europe.ec.europa.eu/articles/2-86,2022-08-01,2,Horizon 2020 Framework Programme,2-86,horizon 2020 framework programme,True,False,False,False
