题目;链接;发表时间;资助者个数;资助者名称
Navigating the Environmental, Social, and Governance (ESG) landscape: constructing a robust and reliable scoring engine - insights into Data Source Selection, Indicator Determination, Weighting and Aggregation Techniques, and Validation Processes for Comprehensive ESG Scoring Systems;https://open-research-europe.ec.europa.eu/articles/3-119;2023-07-26;4;Innosuisse
Navigating the Environmental, Social, and Governance (ESG) landscape: constructing a robust and reliable scoring engine - insights into Data Source Selection, Indicator Determination, Weighting and Aggregation Techniques, and Validation Processes for Comprehensive ESG Scoring Systems;https://open-research-europe.ec.europa.eu/articles/3-119;2023-07-26;4;European Cooperation in Science and Technology
Navigating the Environmental, Social, and Governance (ESG) landscape: constructing a robust and reliable scoring engine - insights into Data Source Selection, Indicator Determination, Weighting and Aggregation Techniques, and Validation Processes for Comprehensive ESG Scoring Systems;https://open-research-europe.ec.europa.eu/articles/3-119;2023-07-26;4;Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung
Linking policy and practice in monitoring socially responsible research and innovation (RRI): A conceptual framework to evaluate progress through the UNESCO-led Recommendation on Science and Scientific Researchers;https://open-research-europe.ec.europa.eu/articles/2-21/v1;2023-07-24;1;Horizon 2020 Framework Programme
Evidence-based policy lifecycle management: The H2020 DECIDO experience;https://open-research-europe.ec.europa.eu/articles/3-70;2023-07-20;1;Horizon 2020 Framework Programme
Evaluating researcher and stakeholder perspectives on socially responsible research and innovation policies and practices in marine and maritime research performing organisations;https://open-research-europe.ec.europa.eu/articles/1-150;2023-07-20;1;Horizon 2020 Framework Programme
Nanopore sequencing of DNA barcodes succeeds in unveilling the diversity of fungal mock communities;https://open-research-europe.ec.europa.eu/articles/3-45;2023-07-17;1;Horizon 2020 Framework Programme
Single-cell imaging and transcriptomic analyses of firm adhesion between patient-derived cancer and endothelial cells under shear stress;https://open-research-europe.ec.europa.eu/articles/3-115/v1;2023-07-17;4;Horizon 2020 Framework Programme
Single-cell imaging and transcriptomic analyses of firm adhesion between patient-derived cancer and endothelial cells under shear stress;https://open-research-europe.ec.europa.eu/articles/3-115/v1;2023-07-17;4;Associazione Italiana per la Ricerca sul Cancro
Single-cell imaging and transcriptomic analyses of firm adhesion between patient-derived cancer and endothelial cells under shear stress;https://open-research-europe.ec.europa.eu/articles/3-115/v1;2023-07-17;4;PRIN17
Single-cell imaging and transcriptomic analyses of firm adhesion between patient-derived cancer and endothelial cells under shear stress;https://open-research-europe.ec.europa.eu/articles/3-115/v1;2023-07-17;4;Italian Ministry of Health
Secure integration of extremely resource-constrained nodes on distributed ROS2 applications;https://open-research-europe.ec.europa.eu/articles/3-113/v1;2023-07-14;4;Horizon Europe Framework Programme
Secure integration of extremely resource-constrained nodes on distributed ROS2 applications;https://open-research-europe.ec.europa.eu/articles/3-113/v1;2023-07-14;4;Fundação para a Ciência e a Tecnologia
Secure integration of extremely resource-constrained nodes on distributed ROS2 applications;https://open-research-europe.ec.europa.eu/articles/3-113/v1;2023-07-14;4;NextGeneration EU
Secure integration of extremely resource-constrained nodes on distributed ROS2 applications;https://open-research-europe.ec.europa.eu/articles/3-113/v1;2023-07-14;4;European Social Fund
A primer for choosing, designing and evaluating registered reports for qualitative methods;https://open-research-europe.ec.europa.eu/articles/3-22;2023-07-10;2;Academy of Finland
A primer for choosing, designing and evaluating registered reports for qualitative methods;https://open-research-europe.ec.europa.eu/articles/3-22;2023-07-10;2;HORIZON EUROPE European Research Council
Exiled lives on the stage: Support networks and programs for artists at risk from Turkey in Germany;https://open-research-europe.ec.europa.eu/articles/3-109;2023-07-06;1;Horizon 2020 Framework Programme
Microstructural characterization of near-surface microstructures on rail wheels in service – an insight into “stratified surface layers”;https://open-research-europe.ec.europa.eu/articles/3-73;2023-07-03;2;Horizon 2020 Framework Programme
Microstructural characterization of near-surface microstructures on rail wheels in service – an insight into “stratified surface layers”;https://open-research-europe.ec.europa.eu/articles/3-73;2023-07-03;2;Austrian COMET-Program
Geothermal Energy Impact Estimator: A software application for estimating the life-cycle environmental impacts of geothermal energy;https://open-research-europe.ec.europa.eu/articles/3-2;2023-06-27;1;Horizon 2020 Framework Programme
The missing piece. The perceived marginalization of CSOs and HRGs in SOSTs’ decision-making processes: a review;https://open-research-europe.ec.europa.eu/articles/3-21;2023-06-27;1;Horizon 2020 Framework Programme
Ontologies in digital twin: Methodology, lessons learned and practical approach;https://open-research-europe.ec.europa.eu/articles/3-105/v1;2023-06-22;1;Horizon 2020 Framework Programme
Investigating antiquities trafficking with generative pre-trained transformer (GPT)-3 enabled knowledge graphs: A case study;https://open-research-europe.ec.europa.eu/articles/3-100;2023-06-20;2;Horizon 2020 Framework Programme
Investigating antiquities trafficking with generative pre-trained transformer (GPT)-3 enabled knowledge graphs: A case study;https://open-research-europe.ec.europa.eu/articles/3-100;2023-06-20;2;Social Sciences and Humanities Research Council of Canada
Smokers’ support for the ban on sale of slim cigarettes in six European countries: findings from the EUREST-PLUS ITC Europe Surveys;https://open-research-europe.ec.europa.eu/articles/1-52;2023-06-19;9;Horizon 2020 Framework Programme
Smokers’ support for the ban on sale of slim cigarettes in six European countries: findings from the EUREST-PLUS ITC Europe Surveys;https://open-research-europe.ec.europa.eu/articles/1-52;2023-06-19;9;Centres de Recerca de Catalunya
Smokers’ support for the ban on sale of slim cigarettes in six European countries: findings from the EUREST-PLUS ITC Europe Surveys;https://open-research-europe.ec.europa.eu/articles/1-52;2023-06-19;9;Instituto de Salud Carlos III
Smokers’ support for the ban on sale of slim cigarettes in six European countries: findings from the EUREST-PLUS ITC Europe Surveys;https://open-research-europe.ec.europa.eu/articles/1-52;2023-06-19;9;European Regional Development Fund
Smokers’ support for the ban on sale of slim cigarettes in six European countries: findings from the EUREST-PLUS ITC Europe Surveys;https://open-research-europe.ec.europa.eu/articles/1-52;2023-06-19;9;University of Waterloo
Smokers’ support for the ban on sale of slim cigarettes in six European countries: findings from the EUREST-PLUS ITC Europe Surveys;https://open-research-europe.ec.europa.eu/articles/1-52;2023-06-19;9;Ontario Institute for Cancer Research
Smokers’ support for the ban on sale of slim cigarettes in six European countries: findings from the EUREST-PLUS ITC Europe Surveys;https://open-research-europe.ec.europa.eu/articles/1-52;2023-06-19;9;Generalitat de Catalunya
Smokers’ support for the ban on sale of slim cigarettes in six European countries: findings from the EUREST-PLUS ITC Europe Surveys;https://open-research-europe.ec.europa.eu/articles/1-52;2023-06-19;9;Imperial College London
Smokers’ support for the ban on sale of slim cigarettes in six European countries: findings from the EUREST-PLUS ITC Europe Surveys;https://open-research-europe.ec.europa.eu/articles/1-52;2023-06-19;9;Canadian Institutes of Health Research
Experiences with a training DSW knowledge model for early-stage researchers;https://open-research-europe.ec.europa.eu/articles/3-97;2023-06-19;1;Horizon 2020 Framework Programme
Thickening the border: a transnational sovereign assemblage and the privatization of sovereignty;https://open-research-europe.ec.europa.eu/articles/3-92;2023-06-12;1;Horizon 2020 Framework Programme
Knowledge sharing and discovery across heterogeneous research infrastructures;https://open-research-europe.ec.europa.eu/articles/1-68;2023-06-06;1;Horizon 2020 Framework Programme
Mapping the international ecosystem of national health data spaces. A scoping review protocol;https://open-research-europe.ec.europa.eu/articles/3-87;2023-06-06;2;Horizon 2020 Framework Programme
Mapping the international ecosystem of national health data spaces. A scoping review protocol;https://open-research-europe.ec.europa.eu/articles/3-87;2023-06-06;2;Canadian Institutes of Health Research
Open Science Training in TRIPLE;https://open-research-europe.ec.europa.eu/articles/3-39;2023-06-05;1;Horizon 2020 Framework Programme
China’s peripheries: the cases of Tibet and Xinjiang;https://open-research-europe.ec.europa.eu/articles/3-86;2023-06-05;1;Horizon Europe Framework Programme
Real-time quality control of optical backscattering data from Biogeochemical-Argo floats;https://open-research-europe.ec.europa.eu/articles/2-118/v1;2023-05-30;4;Horizon 2020 Framework Programme
Real-time quality control of optical backscattering data from Biogeochemical-Argo floats;https://open-research-europe.ec.europa.eu/articles/2-118/v1;2023-05-30;4;U.S. National Science Foundation
Real-time quality control of optical backscattering data from Biogeochemical-Argo floats;https://open-research-europe.ec.europa.eu/articles/2-118/v1;2023-05-30;4;Australian Government as part of the Antarctic Science Collaboration Initiative program
Real-time quality control of optical backscattering data from Biogeochemical-Argo floats;https://open-research-europe.ec.europa.eu/articles/2-118/v1;2023-05-30;4;UK National Centre for Earth Observation
Curating and extending data for language comparison in Concepticon and NoRaRe;https://open-research-europe.ec.europa.eu/articles/2-141;2023-05-24;1;Horizon 2020 Framework Programme
"ENISA: 5G design and architecture of global mobile networks; threats, risks, vulnerabilities; cybersecurity considerations";https://open-research-europe.ec.europa.eu/articles/2-125;2023-05-24;1;Horizon 2020 Framework Programme
Introducing patient-centric electronic medicine leaflets in the European Union;https://open-research-europe.ec.europa.eu/articles/3-84;2023-05-22;1;Horizon 2020 Framework Programme
Model predictive control of solar-coupled innovative heat pump: a comparison of economic and environmental optimizations in Latvia;https://open-research-europe.ec.europa.eu/articles/3-17;2023-05-17;1;Horizon 2020 Framework Programme
The DECIDE project: from surveillance data to decision-support for farmers and veterinarians;https://open-research-europe.ec.europa.eu/articles/3-82/v1;2023-05-17;1;Horizon 2020 Framework Programme
Synthesis and physical characteristics of narrow bandgap chalcogenide SnZrSe3;https://open-research-europe.ec.europa.eu/articles/2-138;2023-05-17;3;Horizon 2020 Framework Programme
Synthesis and physical characteristics of narrow bandgap chalcogenide SnZrSe3;https://open-research-europe.ec.europa.eu/articles/2-138;2023-05-17;3;European Regional Development Fund
Synthesis and physical characteristics of narrow bandgap chalcogenide SnZrSe3;https://open-research-europe.ec.europa.eu/articles/2-138;2023-05-17;3;Estonian Research Council
Organising the self-employed: combining community unionism, coworking and cooperativism across contexts;https://open-research-europe.ec.europa.eu/articles/3-80;2023-05-16;1;Horizon 2020 Framework Programme
ROOTS - Circular policies for changing the biowaste system;https://open-research-europe.ec.europa.eu/articles/3-78;2023-05-16;1;Horizon 2020 Framework Programme
Bridging the gap – how to walk the talk on supporting early career researchers;https://open-research-europe.ec.europa.eu/articles/3-75;2023-05-04;1;Horizon 2020 Framework Programme
Patient and community engagement in clinical platform trials;https://open-research-europe.ec.europa.eu/articles/3-74;2023-05-03;1;Horizon 2020 Framework Programme
The ERC PuppetPlays project: contribution for a non-linear history of the European theatre;https://open-research-europe.ec.europa.eu/articles/3-72;2023-05-02;1;Horizon 2020 Framework Programme
Fully automated public transportation mobility: the hidden challenges for a commercial deployment;https://open-research-europe.ec.europa.eu/articles/3-71;2023-05-02;1;Horizon 2020 Framework Programme
Wind envelope amplitude data at 300 hPa for the study of atmospheric waves in the Southern Hemisphere during austral summer;https://open-research-europe.ec.europa.eu/articles/3-68;2023-04-28;1;Horizon 2020 Framework Programme
Idealized hydrodynamical numerical model dataset with no-river runoff at the western tropical North Atlantic;https://open-research-europe.ec.europa.eu/articles/3-67;2023-04-28;2;Horizon 2020 Framework Programme
Idealized hydrodynamical numerical model dataset with no-river runoff at the western tropical North Atlantic;https://open-research-europe.ec.europa.eu/articles/3-67;2023-04-28;2;Rede CLIMA
Attitudes toward immigration in Europe: Cross-regional differences;https://open-research-europe.ec.europa.eu/articles/3-66;2023-04-28;1;Horizon 2020 Framework Programme
Social responsibility in research and innovation practice and policy across global regions, institutional types, and fields: Interview data and qualitative content analysis outputs revealing the perspectives and experiences of professionals;https://open-research-europe.ec.europa.eu/articles/3-65;2023-04-28;1;Horizon 2020 Framework Programme
The Heritage Digital Twin: a bicycle made for two. The integration of digital methodologies into cultural heritage research;https://open-research-europe.ec.europa.eu/articles/3-64;2023-04-28;1;Horizon 2020 Framework Programme
A microwave cavity design and optimisation for a homogeneous and faster drying process inside an industrial Agitated Nutsche Filter;https://open-research-europe.ec.europa.eu/articles/3-63;2023-04-26;1;Horizon 2020 Framework Programme
Lateral flow immunoassay-based laboratory algorithm for rapid diagnosis of diphtheria;https://open-research-europe.ec.europa.eu/articles/3-62;2023-04-25;1;Horizon 2020 Framework Programme
An automated sonic tomography system for the inspection of historical masonry walls;https://open-research-europe.ec.europa.eu/articles/3-60;2023-04-21;2;Horizon 2020 Framework Programme
An automated sonic tomography system for the inspection of historical masonry walls;https://open-research-europe.ec.europa.eu/articles/3-60;2023-04-21;2;ITEFI, CSIC
Design of an aircraft generator with radial force control;https://open-research-europe.ec.europa.eu/articles/2-73;2023-04-17;1;Horizon 2020 Framework Programme
DDS: integrating data analytics transformations in task-based workflows;https://open-research-europe.ec.europa.eu/articles/2-66;2023-04-11;3;Horizon 2020 Framework Programme
DDS: integrating data analytics transformations in task-based workflows;https://open-research-europe.ec.europa.eu/articles/2-66;2023-04-11;3;Spanish Government
DDS: integrating data analytics transformations in task-based workflows;https://open-research-europe.ec.europa.eu/articles/2-66;2023-04-11;3;Generalitat de Catalunya
The views on distributive justice and economic inequality revisited: the political philosophy and the economic perspectives on (in)equality;https://open-research-europe.ec.europa.eu/articles/2-89;2023-04-05;1;Horizon 2020 Framework Programme
Experimenting with visual content: online focus group on citizens’ perception and trust in science communication;https://open-research-europe.ec.europa.eu/articles/2-60;2023-03-30;1;Horizon 2020 Framework Programme
Agroecology research in Europe funded by European and transnational programmes: current status and perspectives;https://open-research-europe.ec.europa.eu/articles/2-139;2023-03-29;1;Horizon 2020 Framework Programme
Knowledge on hypertension in Myanmar: levels and groups at risk;https://open-research-europe.ec.europa.eu/articles/2-13;2023-03-21;1;Horizon 2020 Framework Programme
Electric charging infrastructure and gender equality: An overview for USER-CHI (H2020 project);https://open-research-europe.ec.europa.eu/articles/3-47;2023-03-20;1;Horizon 2020 Framework Programme
Carbon and nitrogen uptake through photosynthesis and feeding by photosymbiotic Acantharia;https://open-research-europe.ec.europa.eu/articles/2-120;2023-03-09;1;Horizon 2020 Framework Programme
Energy skills as a driver to sustainable construction: current status, needs and proposed actions;https://open-research-europe.ec.europa.eu/articles/3-44;2023-03-07;1;Horizon 2020 Framework Programme
Paving the Way for Climate Neutral and Resilient Historic Districts;https://open-research-europe.ec.europa.eu/articles/3-42;2023-03-04;1;Horizon 2020 Framework Programme
InterConnect: A European project that is changing the way energy is consumed;https://open-research-europe.ec.europa.eu/articles/3-41;2023-03-01;1;Horizon 2020 Framework Programme
Integrated secure distance bounding and hardware-based security: A case study for the insurance claim verification of farmers during COVID-19;https://open-research-europe.ec.europa.eu/articles/3-40;2023-02-23;1;Horizon 2020 Framework Programme
Digital Finance: Reaching New Frontiers;https://open-research-europe.ec.europa.eu/articles/3-38/v1;2023-02-23;4;Horizon 2020 Framework Programme
Digital Finance: Reaching New Frontiers;https://open-research-europe.ec.europa.eu/articles/3-38/v1;2023-02-23;4;COST Association
Digital Finance: Reaching New Frontiers;https://open-research-europe.ec.europa.eu/articles/3-38/v1;2023-02-23;4;Swiss National Science Foundation
Digital Finance: Reaching New Frontiers;https://open-research-europe.ec.europa.eu/articles/3-38/v1;2023-02-23;4;European Cooperation in Science and Technology
In poetry, if meter has to help memory, it takes its time;https://open-research-europe.ec.europa.eu/articles/1-59;2023-02-23;2;Horizon 2020 Framework Programme
In poetry, if meter has to help memory, it takes its time;https://open-research-europe.ec.europa.eu/articles/1-59;2023-02-23;2;Human Frontier Science Program
Calendar ageing modelling using machine learning: an experimental investigation on lithium ion battery chemistries;https://open-research-europe.ec.europa.eu/articles/2-96;2023-02-22;1;Horizon 2020 Framework Programme
“« Coffee agroforestry business-driven clusters »: an innovative social and environmental organisational model for coffee farm renovation;https://open-research-europe.ec.europa.eu/articles/2-61;2023-02-21;1;Horizon 2020 Framework Programme
Multi-layer modelling of masonry structures strengthened through textile-reinforced mortar;https://open-research-europe.ec.europa.eu/articles/2-132;2023-02-21;1;Horizon 2020 Framework Programme
Investigating the effect of cardio-visual synchrony on prosocial behavior towards a social robot;https://open-research-europe.ec.europa.eu/articles/3-37;2023-02-21;3;Horizon 2020 Framework Programme
Investigating the effect of cardio-visual synchrony on prosocial behavior towards a social robot;https://open-research-europe.ec.europa.eu/articles/3-37;2023-02-21;3;Economic and Social Research Council
Investigating the effect of cardio-visual synchrony on prosocial behavior towards a social robot;https://open-research-europe.ec.europa.eu/articles/3-37;2023-02-21;3;Leverhulme Trust
Chemotherapy use and outcomes in patients with stage III or IV small-cell lung cancer in relation to age: An analysis of the English Systemic Anti-Cancer Treatment (SACT) dataset;https://open-research-europe.ec.europa.eu/articles/3-35;2023-02-20;2;Horizon 2020 Framework Programme
Chemotherapy use and outcomes in patients with stage III or IV small-cell lung cancer in relation to age: An analysis of the English Systemic Anti-Cancer Treatment (SACT) dataset;https://open-research-europe.ec.europa.eu/articles/3-35;2023-02-20;2;Cancer Research UK
Phylogeny-wide analysis of G-protein coupled receptors in social amoebas and implications for the evolution of multicellularity;https://open-research-europe.ec.europa.eu/articles/2-134;2023-02-15;1;Horizon 2020 Framework Programme
Global sensitivity analysis to enhance the transparency and rigour of energy system optimisation modelling;https://open-research-europe.ec.europa.eu/articles/3-30;2023-02-13;3;Horizon 2020 Framework Programme
Global sensitivity analysis to enhance the transparency and rigour of energy system optimisation modelling;https://open-research-europe.ec.europa.eu/articles/3-30;2023-02-13;3;Mitacs Globalink Research Award
Global sensitivity analysis to enhance the transparency and rigour of energy system optimisation modelling;https://open-research-europe.ec.europa.eu/articles/3-30;2023-02-13;3;UK AID Climate Compatible Growth
Nonlinear field-control of terahertz waves in random media for spatiotemporal focusing;https://open-research-europe.ec.europa.eu/articles/2-32;2023-02-13;2;Horizon 2020 Framework Programme
Nonlinear field-control of terahertz waves in random media for spatiotemporal focusing;https://open-research-europe.ec.europa.eu/articles/2-32;2023-02-13;2;Leverhulme Trust
Creating personas for exposome research: the experience from the HEAP project;https://open-research-europe.ec.europa.eu/articles/3-28;2023-02-07;1;Horizon 2020 Framework Programme
The visible subtitler: Blockchain technology towards right management and minting;https://open-research-europe.ec.europa.eu/articles/3-26;2023-02-02;1;Horizon 2020 Framework Programme
Development of agroecology in Austria and Germany;https://open-research-europe.ec.europa.eu/articles/3-25;2023-02-02;1;Horizon 2020 Framework Programme
A psychological symptom based machine learning model for clinical evaluation of irritable bowel syndrome;https://open-research-europe.ec.europa.eu/articles/3-19;2023-01-27;3;Horizon 2020 Framework Programme
A psychological symptom based machine learning model for clinical evaluation of irritable bowel syndrome;https://open-research-europe.ec.europa.eu/articles/3-19;2023-01-27;3;Helse Vest’s Research Funding
A psychological symptom based machine learning model for clinical evaluation of irritable bowel syndrome;https://open-research-europe.ec.europa.eu/articles/3-19;2023-01-27;3;Norwegian Research Council
Towards the engagement of citizens in SOSTs decision-making: participatory models setting a common ground for border surveillance and respect of fundamental rights. Findings from ARESIBO H2020 project;https://open-research-europe.ec.europa.eu/articles/3-15;2023-01-25;1;Horizon 2020 Framework Programme
An exploration of prenatal breastfeeding self-efficacy: a scoping review protocol;https://open-research-europe.ec.europa.eu/articles/2-91;2023-01-24;2;Horizon 2020 Framework Programme
An exploration of prenatal breastfeeding self-efficacy: a scoping review protocol;https://open-research-europe.ec.europa.eu/articles/2-91;2023-01-24;2;National Health and Medical Research Council collaborative grant scheme funding, Australia
Particle physics facing a pandemic;https://open-research-europe.ec.europa.eu/articles/3-13;2023-01-19;7;Horizon 2020 Framework Programme
Particle physics facing a pandemic;https://open-research-europe.ec.europa.eu/articles/3-13;2023-01-19;7;UNKP-22-Bolyai+
Particle physics facing a pandemic;https://open-research-europe.ec.europa.eu/articles/3-13;2023-01-19;7;COST Action
Particle physics facing a pandemic;https://open-research-europe.ec.europa.eu/articles/3-13;2023-01-19;7;Spanish Government
Particle physics facing a pandemic;https://open-research-europe.ec.europa.eu/articles/3-13;2023-01-19;7;Generalitat Valenciana
Particle physics facing a pandemic;https://open-research-europe.ec.europa.eu/articles/3-13;2023-01-19;7;OTKA
Particle physics facing a pandemic;https://open-research-europe.ec.europa.eu/articles/3-13;2023-01-19;7;Bolyai Fellowship programme of the Hungarian Academy of Sciences
Ego depletion and implicit and explicit determinants of condom use intentions: an experimental study among young men;https://open-research-europe.ec.europa.eu/articles/3-11;2023-01-18;3;Horizon 2020 Framework Programme
Ego depletion and implicit and explicit determinants of condom use intentions: an experimental study among young men;https://open-research-europe.ec.europa.eu/articles/3-11;2023-01-18;3;Aidsfonds, The Netherlands
Ego depletion and implicit and explicit determinants of condom use intentions: an experimental study among young men;https://open-research-europe.ec.europa.eu/articles/3-11;2023-01-18;3;European Cooperation in Science and Technology
The translational roadmap of the gut models, focusing on gut-on-chip;https://open-research-europe.ec.europa.eu/articles/1-62;2023-01-18;1;Horizon 2020 Framework Programme
Improved predictions of phase behaviour of intrinsically disordered proteins by tuning the interaction range;https://open-research-europe.ec.europa.eu/articles/2-94;2023-01-17;1;Horizon 2020 Framework Programme
When science meets entrepreneurship;https://open-research-europe.ec.europa.eu/articles/3-9/v1;2023-01-13;1;Horizon 2020 Framework Programme
The Embassy of Good Science – a community driven initiative to promote ethics and integrity in research;https://open-research-europe.ec.europa.eu/articles/2-27;2023-01-12;1;Horizon 2020 Framework Programme
Wild snapdragon plant pedigree sheds light on limited connectivity enhanced by higher migrant reproductive success in a fragmented landscape;https://open-research-europe.ec.europa.eu/articles/1-145;2023-01-12;1;Horizon 2020 Framework Programme
Changing birthplaces to care for healthcare workers, lessons from the pandemic: A scoping review;https://open-research-europe.ec.europa.eu/articles/3-7;2023-01-10;2;Horizon 2020 Framework Programme
Changing birthplaces to care for healthcare workers, lessons from the pandemic: A scoping review;https://open-research-europe.ec.europa.eu/articles/3-7;2023-01-10;2;European Cooperation in Science and Technology
Understanding the role of digitalization and social media on energy citizenship;https://open-research-europe.ec.europa.eu/articles/3-6;2023-01-10;1;Horizon 2020 Framework Programme
Electric energy utilization in modern industrial environments;https://open-research-europe.ec.europa.eu/articles/3-4;2023-01-06;1;Horizon 2020 Framework Programme
Open digital infrastructures for bridging professional cultures: the case of extreme citizen science between journalism and research;https://open-research-europe.ec.europa.eu/articles/3-3;2023-01-06;2;Horizon 2020 Framework Programme
Open digital infrastructures for bridging professional cultures: the case of extreme citizen science between journalism and research;https://open-research-europe.ec.europa.eu/articles/3-3;2023-01-06;2;French Minister of Culture and Communication
KSEMAW: an open source software for the analysis of spectrophotometric, ellipsometric and photothermal deflection spectroscopy measurements;https://open-research-europe.ec.europa.eu/articles/1-95;2023-01-04;2;Horizon 2020 Framework Programme
KSEMAW: an open source software for the analysis of spectrophotometric, ellipsometric and photothermal deflection spectroscopy measurements;https://open-research-europe.ec.europa.eu/articles/1-95;2023-01-04;2;Ministero dello Sviluppo Economico
Peer-to-peer energy communities: regulatory barriers in the EU context;https://open-research-europe.ec.europa.eu/articles/2-147/v1;2022-12-23;2;Horizon 2020 Framework Programme
Peer-to-peer energy communities: regulatory barriers in the EU context;https://open-research-europe.ec.europa.eu/articles/2-147/v1;2022-12-23;2;Fondo Sociale Europeo REACT EU—Programma Operativo Nazionale Ricerca e Innovazione 2014–2020 (D.M. n.1062 del 10 agosto 2021)
Flow cell for operando X-ray photon-in-photon-out studies on photo-electrochemical thin film devices;https://open-research-europe.ec.europa.eu/articles/2-74;2022-12-23;1;Marie Skłodowska-Curie grant agreement
Ethical consumption: why should we understand it as a social practice within a multilevel framework?;https://open-research-europe.ec.europa.eu/articles/2-109;2022-12-21;1;Horizon 2020 Framework Programme
An extension of Thing Descriptions from the Web of Things for Digital Twins;https://open-research-europe.ec.europa.eu/articles/2-144;2022-12-21;1;Horizon 2020 Framework Programme
Developing the multi-dimensional mobility divide index (MDI) as a methodology to assess the accessibility level of public transport systems;https://open-research-europe.ec.europa.eu/articles/2-143;2022-12-21;1;Horizon 2020 Framework Programme
Realizing a human-centered digitalization of the energy sector;https://open-research-europe.ec.europa.eu/articles/2-140;2022-12-15;1;Horizon 2020 Framework Programme
Bio-oil production from biogenic wastes, the hydrothermal conversion step;https://open-research-europe.ec.europa.eu/articles/2-111;2022-12-15;1;Horizon 2020 Framework Programme
The consistency approach for the substitution of in vivo testing for the quality control of established vaccines: practical considerations and progressive vision;https://open-research-europe.ec.europa.eu/articles/2-116/v1;2022-12-13;2;Horizon 2020 Framework Programme
The consistency approach for the substitution of in vivo testing for the quality control of established vaccines: practical considerations and progressive vision;https://open-research-europe.ec.europa.eu/articles/2-116/v1;2022-12-13;2;Innovative Medicines Initiative
Energy communities: engaging people and technologies in the future of energy;https://open-research-europe.ec.europa.eu/articles/2-137;2022-12-12;1;Horizon 2020 Framework Programme
bacto_tracker: a method for single-cell tracking of M. xanthus in dense and multispecies colonies;https://open-research-europe.ec.europa.eu/articles/2-136;2022-12-09;3;Horizon 2020 Framework Programme
bacto_tracker: a method for single-cell tracking of M. xanthus in dense and multispecies colonies;https://open-research-europe.ec.europa.eu/articles/2-136;2022-12-09;3;Agence National de la Recherche
bacto_tracker: a method for single-cell tracking of M. xanthus in dense and multispecies colonies;https://open-research-europe.ec.europa.eu/articles/2-136;2022-12-09;3;Bettencourt-Schueller Foundation
A comparative wordlist for the languages of The Gran Chaco, South America;https://open-research-europe.ec.europa.eu/articles/2-90;2022-12-06;2;Horizon 2020 Framework Programme
A comparative wordlist for the languages of The Gran Chaco, South America;https://open-research-europe.ec.europa.eu/articles/2-90;2022-12-06;2;Fondo para la Investigación Científica y Tecnológica
What’s Wrong with Democracy? The Peculiar Power of Kratos;https://open-research-europe.ec.europa.eu/articles/1-56;2022-11-28;1;Horizon 2020 Framework Programme
Identifying the performance and losses of a scroll compressor with vapour injection and R1234ze(E);https://open-research-europe.ec.europa.eu/articles/2-49;2022-11-28;1;Horizon 2020 Framework Programme
European small-town Renewable Energy Communities: Participatory design of supporting tools as a vehicle to engage and understand local communities and their energy related concerns;https://open-research-europe.ec.europa.eu/articles/2-129;2022-11-28;1;Horizon 2020 Framework Programme
Application of a method for the sustainable planning and management of ground source heat pump systems in an urban environment, considering the effects of reciprocal thermal interference;https://open-research-europe.ec.europa.eu/articles/2-58/v1;2022-11-25;1;Horizon 2020 Framework Programme
Voicing challenges: GDPR and AI research;https://open-research-europe.ec.europa.eu/articles/2-126;2022-11-23;1;Horizon 2020 Framework Programme
Autophagy of the somatic stalk cells likely nurses the propagating spores of Dictyostelid social amoebas;https://open-research-europe.ec.europa.eu/articles/2-104;2022-11-23;1;Horizon 2020 Framework Programme
Towards an integrated automatic design process for robot swarms;https://open-research-europe.ec.europa.eu/articles/1-112;2022-11-04;3;Horizon 2020 Framework Programme
Towards an integrated automatic design process for robot swarms;https://open-research-europe.ec.europa.eu/articles/1-112;2022-11-04;3;Wallonia-Brussels Federation
Towards an integrated automatic design process for robot swarms;https://open-research-europe.ec.europa.eu/articles/1-112;2022-11-04;3;Fonds De La Recherche Scientifique (FNRS)
Reception of the values of the Aeschylus drama and mnemonic imprints by ancient tragedy spectators;https://open-research-europe.ec.europa.eu/articles/2-124;2022-11-03;1;Horizon 2020 Framework Programme
Identifying entrepreneurial discovery processes with weak and strong technology signals: a text mining approach;https://open-research-europe.ec.europa.eu/articles/2-26;2022-11-01;1;Horizon 2020 Framework Programme
Are the cyst nematode hatching factor eclepins rhizosphere signalling molecules? Solanoeclepin A regulates gene expression in plants;https://open-research-europe.ec.europa.eu/articles/2-122;2022-10-21;2;Horizon 2020 Framework Programme
Are the cyst nematode hatching factor eclepins rhizosphere signalling molecules? Solanoeclepin A regulates gene expression in plants;https://open-research-europe.ec.europa.eu/articles/2-122;2022-10-21;2;NWO-TTW
Ultrastructure and stability of cellular nanoparticles isolated from Phaeodactylum tricornutum and Dunaliella tertiolecta conditioned media;https://open-research-europe.ec.europa.eu/articles/2-121;2022-10-20;2;Horizon 2020 Framework Programme
Ultrastructure and stability of cellular nanoparticles isolated from Phaeodactylum tricornutum and Dunaliella tertiolecta conditioned media;https://open-research-europe.ec.europa.eu/articles/2-121;2022-10-20;2;Javna Agencija za Raziskovalno Dejavnost RS
